% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_grade_all_named
% Instances: 1225
% Target attribute: grade (nominal, worst to best: F < D < C < B < A < A+)
%
% Attribute 1 is the university name, present only so Weka can label its
% predictions. It must NOT reach the model: wrap the scheme in
%   weka.classifiers.meta.FilteredClassifier
%     -F "weka.filters.unsupervised.attribute.Remove -R 1"
% and set 'Output predictions' to also output attribute 1.

@relation website_grade_all_named

@attribute university string
@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute grade {F,D,C,B,A,'A+'}

@data
'Jiangnan University',1,0,0,0,1,0,0,1,0,0,0,1,4,0,0,1,0,1,1,7,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,20,1,0,1,0,0,0,13.8,0,0,0,0,0,0.168852,3650,1,D
'Guangxi University',1,0,0,1,0,0,0,0,0,0,1,1,7,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,15.43,0,1,0,0,0,0,0,75,1,0,1,0,0,0,0,0,0,0,0,0,0.494933,21,0,D
'Gheorghe Asachi Technical University of Iasi',1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,9,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,7.49,0,1,1,0,0,0,0,90,1,0,1,0,1,0,62.5,0,1,0,0,0,-0.287232,15,0,D
'Taras Shevchenko National University of Kyiv',1,0,0,0,0,0,0,0,1,1,1,1,5,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,18.59,0,1,0,0,0,0,0,0,1,0,1,0,1,1,50,0,0,0,0,0,0.0208823,1,0,D
'Technological University Dublin',1,0,0,1,1,0,0,0,0,0,1,1,10,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,15.91,0,1,0,1,0,0,0,90,1,0,1,1,1,1,96.8,0,1,1,0,0,-0.745554,1,0,D
'National and Kapodistrian University of Athens',1,0,0,1,0,0,0,1,0,0,0,1,5,1,1,1,1,1,1,12,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,1,1,37,0,1,0,0,0,-1.29684,1,0,D
'Technical University of Crete',1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,0,0,0,61.7,0,1,0,0,0,-0.674345,0,0,D
'Jinan University',1,0,0,1,0,0,0,1,0,0,1,1,6,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,1,0,75,1,5,1,1,1,0,0,0,1,0,0,1.79176,-0.230071,243,0,D
'Carleton College',1,0,0,1,0,0,0,1,0,0,1,1,10,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,12.63,0,1,0,0,0,0,0,90,1,0,1,1,0,1,100,0,1,1,0,0,-1.13219,3650,1,D
'Graz University of Technology',1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,75,1,0,1,1,0,0,100,0,1,1,0,0,1.28847,3650,1,D
'Pontifical Catholic University of Rio de Janeiro',1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,19.2,0,1,1,0,0,0,0,75,1,4,1,1,1,0,100,0,1,0,0,1.60944,-0.124793,3650,1,D
'Harvey Mudd College',1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,15,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,15.43,0,0,0,0,0,0,1,75,1,0,1,0,1,1,28.6,0,1,1,0,0,0.564897,3650,1,D
'Northwestern Polytechnical University',1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,20.27,0,1,0,0,0,0,0,55,1,0,1,1,1,0,25,0,0,0,0,0,1.30823,3650,1,D
'East China Normal University',1,0,0,1,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,5,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,0,1,0,0,0,1,0,0,0,0.0659105,3650,1,D
'Hunan University',1,0,0,1,0,0,0,0,1,1,1,1,10,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.2,0,0,0,0,0,2.01357,0,0,D
'Beijing Institute of Technology',1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,0,0,1,0,0,0,50.8,0,1,0,0,0,0.405436,5,0,D
'University of Dayton',0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,19.63,0,1,0,0,0,0,0,75,1,0,1,1,1,1,94.7,0,1,0,0,0,0.114731,3650,1,D
'University of St. Gallen',0,0,0,1,1,1,0,1,1,2,1,1,10,0,1,1,1,1,1,14,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,21,0,1,0,0,0,0,0,100,1,0,1,1,1,1,44,0,1,0,0,0,0.783114,0,0,D
'Marquette University',1,0,0,1,0,0,0,1,0,0,1,1,10,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,0,1,87,0,1,1,0,0,1.41261,3650,1,D
'Delhi Technological University',1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,4.67,0,1,0,0,0,1,0,0,1,4,1,1,1,0,53.8,0,0,0,0,1.60944,3.74953,0,0,D
'Bates College',1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,21,0,0,0,0,0,0,0,75,1,1,1,1,1,1,85.7,0,1,0,0,0.693147,0.00804194,54,0,D
'Indian Institute of Technology Jodhpur',1,0,0,0,0,0,0,1,0,0,1,1,5,1,1,1,0,1,1,7,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,1,95.7,0,1,0,0,0,0.526189,0,0,D
'IIIT Delhi',1,0,0,1,0,0,0,1,0,0,1,1,4,0,0,1,0,1,1,10,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,5.83,0,1,1,0,0,0,1,75,1,0,0,0,1,0,4.8,0,1,1,0,0,0.17521,3650,1,D
'University of Malawi',1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,10.41,0,1,1,0,0,1,0,75,1,1,0,0,1,1,2.3,0,1,0,0,0.693147,-0.581714,1,0,D
'Universiti Teknologi PETRONAS',1,0,0,1,0,0,0,0,1,1,1,1,6,1,0,1,1,1,1,12,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,9.74,0,1,0,0,0,0,1,75,1,0,1,1,1,1,60,0,1,0,0,0,0.580617,3650,1,D
'University of Lome',1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,6,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,5.33,0,1,1,0,0,0,0,90,1,2,1,0,1,0,10.5,0,1,0,0,1.09861,0.393275,784,0,D
'National Sun Yat-sen University',1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,4.95,0,1,0,0,0,0,0,50,1,0,1,1,1,0,74.2,0,1,0,0,0,0.324769,0,0,D
'National Central University',1,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,18.58,0,1,0,0,0,0,0,50,1,0,1,1,1,1,100,0,1,0,0,0,-0.414081,35,0,D
'Dalian University of Technology',1,0,0,1,0,0,0,0,0,0,1,1,10,0,1,1,1,1,1,4,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,1,0,0,0,0,1,0,0,0,0.990375,50,0,D
'University of Malaya',1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,5.33,0,1,1,0,0,0,0,75,1,3,0,1,1,0,27.3,0,1,0,0,1.38629,0.00711559,0,0,D
'Singapore University of Technology and Design',1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,0,1,90,1,0,1,1,1,0,80,0,1,0,0,0,-0.318965,0,0,D
'University of Hong Kong',1,0,0,1,0,0,1,1,0,0,1,1,3,1,0,1,1,1,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,12.63,0,1,0,0,0,0,0,90,1,0,0,1,1,0,82.9,0,1,1,0,0,0.608309,3650,1,D
'Universiti Teknologi Malaysia',1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,5.74,0,1,1,0,0,0,1,90,1,0,0,0,1,1,13.3,0,1,1,0,0,-0.8423,3650,1,D
'Multimedia University of Kenya',1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,5.33,0,1,1,0,0,1,0,90,1,3,0,0,1,1,33.3,0,1,0,0,1.38629,-0.325625,5,0,D
'Jilin University',1,0,0,0,0,0,0,1,0,0,1,1,10,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,75,1,0,0,0,1,0,0,0,0,0,0,0,-0.146594,62,0,D
'MNNIT Allahabad',1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,11.29,0,1,0,0,0,0,0,75,1,0,1,1,1,1,29.8,0,0,0,0,0,0.0432258,3,0,D
'Uva Wellassa University',1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,21,0,1,1,0,0,0,1,75,1,0,0,0,1,1,45.6,0,1,0,0,0,1.497,3650,1,D
'Stevens Institute of Technology',0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,1,0,1,1,7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,21,0,1,0,0,0,0,1,90,1,0,1,1,1,1,78.3,0,1,0,0,0,-0.405249,32,0,D
'NIT Srinagar',1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,5.33,0,1,1,0,0,0,0,75,1,1,1,1,1,1,0,0,0,0,0,0.693147,-1.04083,3650,1,D
'IIIT Allahabad',1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,8,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,12.63,0,1,0,0,1,0,0,75,1,1,0,0,1,1,0,0,1,0,0,0.693147,-0.00663471,0,0,D
'NIT Jalandhar',1,0,0,1,0,0,0,1,1,1,1,1,4,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,20.19,0,1,1,1,0,1,0,75,1,5,1,0,1,1,14.9,0,1,0,0,1.79176,0.068319,78,0,D
'NIT Hamirpur',1,0,0,1,1,0,0,1,1,0,1,1,5,1,1,1,1,1,1,15,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,5.83,0,1,1,0,0,1,0,75,1,0,1,1,1,1,74.5,0,1,0,0,0,0.56725,0,0,D
'Jaume I University',1,0,0,1,1,0,0,1,0,0,1,1,7,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,19.8,0,1,1,0,0,0,0,75,1,0,1,0,1,1,100,0,1,1,0,0,-0.00939172,0,0,D
'University of the West Indies',1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,9.29,0,1,0,0,0,0,0,75,1,0,0,1,1,0,95,0,1,1,0,0,0.385141,11,0,D
'National Taiwan Normal University',1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,12.63,0,1,1,0,0,0,0,75,1,2,1,1,1,1,10.8,0,0,0,0,1.09861,-0.259568,14,0,D
'University of Cordoba',1,1,7,1,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12.63,0,1,1,0,0,0,1,75,1,1,0,0,1,0,53.3,0,1,0,0,0.693147,-0.269497,1257,0,D
'Capital Normal University',1,1,6,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,12.63,0,1,1,0,0,1,0,75,1,0,0,0,1,0,0,0,0,0,0,0,-0.2993,3650,1,D
'Federal University of ABC',1,1,8,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,9.52,0,1,1,0,0,0,1,90,1,0,0,0,0,1,66.7,0,1,0,0,0,0.295664,3650,1,D
'Korea University',1,1,9,0,0,0,1,1,0,0,1,1,10,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,14.94,0,1,1,1,0,0,0,75,1,0,0,0,0,1,100,0,1,0,0,0,2.35751,5,0,D
'Fudan University',1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,12.63,0,1,0,0,0,0,0,75,1,2,1,1,1,0,0,0,0,0,0,1.09861,0.0121322,3650,1,D
'Politehnica University of Timisoara',1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,19.51,0,0,1,0,0,0,0,75,1,0,1,1,1,1,100,0,1,0,0,0,-0.248897,0,0,D
'Externado University of Colombia',1,1,7,1,1,0,0,1,0,0,0,1,10,0,0,1,1,0,0,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,15.91,0,1,1,0,0,0,0,90,1,10,0,1,1,0,74.5,0,1,0,0,2.3979,-0.770205,3650,1,D
'West University of Timisoara',1,1,8,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,12.63,0,1,1,0,0,0,0,90,1,0,1,0,1,1,73.3,0,1,0,0,0,-0.0844497,14,0,D
'CEFET Rio de Janeiro',1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,12.63,0,0,0,0,0,0,0,75,1,0,1,1,1,1,50,0,1,0,0,0,-0.00432184,3650,1,D
'Higher University of San Andres Bolivia',1,1,1,1,1,0,0,0,0,0,0,1,10,0,1,1,1,1,1,18,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,8.69,0,1,1,0,0,0,0,75,1,4,0,1,1,1,76.9,0,1,0,0,1.60944,1.11751,1,0,D
'University of Salento',1,1,1,1,0,0,0,0,1,1,0,1,6,0,0,1,1,1,0,16,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,0,71.7,0,1,0,0,0,-0.943765,3650,1,D
'Mohammed V University in Rabat',1,1,3,0,0,0,0,0,1,1,0,1,6,0,1,0,0,1,0,13,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6.29,0,1,1,0,0,0,0,75,1,0,0,1,1,0,95.6,0,1,0,0,0,-0.581995,3650,1,D
'University of Guadalajara',1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,12.63,0,0,1,0,0,0,0,75,1,0,1,0,1,1,23.1,0,1,0,0,0,0.174071,3650,1,D
'University of Padua',1,1,6,1,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,20,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,21,0,1,1,1,0,0,0,90,1,0,1,1,1,1,76.9,0,1,0,0,0,-1.66945,3650,1,D
'National Tsing Hua University',1,0,0,1,0,0,1,1,0,0,1,1,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,9.74,0,1,0,0,0,0,0,50,1,0,0,1,1,0,73.1,0,1,0,0,0,-0.262578,496,0,D
'Northeastern University China',1,0,0,0,0,0,0,0,0,0,1,1,9,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,0,0,1,0,1,0,0,0,0,0,0,0,0.242496,3650,1,D
'Hue University',0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,0,1,0,0,1,1,0,43.4,0,0,0,0,0,2.83168,581,0,D
'Rio de Janeiro State University',1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,12.63,0,1,1,0,1,0,0,90,1,1,0,1,1,0,14,0,1,0,0,0.693147,2.80144,0,0,D
'Central University of Haryana',1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,1,0,75,1,0,1,1,1,1,100,0,1,0,0,0,-0.383359,3650,1,D
'University of Naples Federico II',1,1,1,0,1,1,0,0,0,0,0,1,3,0,1,1,1,0,0,20,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,1,0,100,0,1,0,0,0,0.55847,0,0,D
'National Cheng Kung University',1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,10.05,0,1,0,0,0,0,0,50,1,10,1,1,1,1,96.3,0,1,0,0,2.3979,0.0647065,3650,1,D
'University of the Andes',1,1,1,1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,16,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5.74,0,1,1,0,0,0,0,100,1,0,1,1,1,1,83.3,0,1,1,0,0,-1.10147,5,0,D
'State University of Maringa',1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,12.63,0,0,1,0,0,0,0,75,1,0,1,1,1,1,13.6,0,1,0,0,0,0.191181,3650,1,D
'Anahuac University',1,1,9,1,1,0,0,1,1,1,1,1,6,0,1,0,0,0,0,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,12.63,0,1,1,1,0,0,0,75,1,0,0,1,1,1,94,0,1,0,0,0,-0.849304,67,0,D
'Rey Juan Carlos University',1,1,7,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1.82,0,1,1,0,0,0,0,75,1,0,0,1,1,0,85.1,0,1,0,0,0,1.22718,3650,1,D
'Cayetano Heredia University',1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,90,1,2,1,1,1,1,89.6,0,1,0,0,1.09861,-0.796571,25,0,D
'Getulio Vargas Foundation',1,1,8,0,1,0,0,1,0,0,0,1,10,0,1,1,0,0,0,8,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,0,78.6,0,1,1,0,0,0.583028,0,0,D
'University of the Republic Uruguay',1,1,5,1,0,1,0,0,0,0,1,1,8,0,1,0,0,0,0,20,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,18.26,0,1,1,0,0,0,0,100,1,0,1,0,1,0,100,0,1,0,0,0,0.82944,0,0,D
'National University of Asuncion',1,1,9,1,0,0,0,0,0,0,0,1,6,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,18.88,0,1,1,0,0,0,0,90,1,0,1,1,1,1,18.2,0,1,0,0,0,-1.78334,1,0,D
'University of Tunis El Manar',1,1,6,1,0,0,0,1,1,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,4.48,0,1,1,0,0,0,0,75,1,0,1,1,1,1,2.6,0,0,0,0,0,1.09577,3650,1,D
